cutoff,dE_hat
0,0.001353145520146204
0.6,0.001353145520146204
0.65,0.001353145520146204
0.7,0.001353145520146204
0.75,0.001353145520146204
0.8,0.001353145520146204
0.85,0.001353145520146204
0.9,8.824082777144637e-4
