E_hat_pm_Scotland,E_hat_pm_rUK,S_hat_pm_Scotland,S_hat_pm_rUK,C_hat_pm_Scotland,C_hat_pm_rUK,dE_hat_pm,dS_hat_pm,dC_hat_pm
0.9901302718725479,0.9899646024845508,0.04081355786209569,0.044335061264587305,0.9493167140104523,0.9456295412199635,1.6566938799711384e-4,-0.0035215034024916186,0.003687172790488802
